Date,Open,High,Low,Volume,Close
2002-03-19,15.15,15.4,14.56,4893700,14.66
2002-03-20,14.48,15.13,14.3,7179300,14.5
2002-03-21,14.62,15.24,14.56,5577900,15.17
2002-03-22,15.12,15.6,15.1,5185000,15.53
2002-03-25,15.47,15.73,14.72,5116100,14.74
2002-03-26,14.64,15.45,14.55,4925100,14.83
2002-03-27,13.9,14.35,13.7,8146300,14.25
2002-03-28,14.4,14.65,14.25,3122500,14.3
2002-04-01,14.28,14.8,14.14,4767900,14.8
2002-04-02,14.64,15.09,14.19,4771400,14.25
2002-04-03,14.37,14.45,13.6,4534100,13.67
2002-04-04,13.73,13.8,13.23,5731700,13.54
2002-04-05,13.67,14.04,13.31,4500000,13.5
2002-04-08,12.97,13.96,12.96,5277800,13.95
2002-04-09,14.07,14.59,13.56,6459000,13.6
2002-04-10,13.76,14,13.05,5256700,13.48
2002-04-11,13.28,13.28,12.52,5957600,12.74
2002-04-12,12.9,13.61,12.85,5379100,13.31
2002-04-15,13.42,14.1,13.35,4753700,13.89
2002-04-16,14.18,14.29,13.72,3681000,14.01
2002-04-17,14.24,15,14.24,7756100,14.82
2002-04-18,14.7,14.86,13.95,3876400,14.26
2002-04-19,14.38,14.74,14.15,3727600,14.53
2002-04-22,14.58,14.85,14.15,5290300,14.31
2002-04-23,14.35,14.75,13.88,8076900,14.06
2002-04-24,15.23,16.85,15.05,34459400,16.790001
2002-04-25,16.51,17.049999,16.41,11730200,16.82
2002-04-26,16.860001,16.950001,16.32,8135700,16.91
2002-04-29,16.75,17,15.9,8415200,16.18
2002-04-30,16.129999,16.76,15.93,6420800,16.690001
2002-05-01,16.549999,17.049999,16.42,7701300,16.49
2002-05-02,16.43,16.65,16.25,4819000,16.32
2002-05-03,16.23,16.4,15.75,5161000,16.049999
2002-05-06,15.94,16.49,15.75,5352600,16.120001
2002-05-07,16.110001,16.35,16.030001,5543700,16.110001
2002-05-08,16.549999,17.459999,16.5,7888400,17.32
2002-05-09,17.120001,18.23,17.1,11002300,17.73
2002-05-10,17.889999,17.959999,16.799999,7572800,16.940001
2002-05-13,17.17,17.629999,16.85,6700100,17.32
2002-05-14,18.040001,19.450001,18.02,14659700,18.809999
2002-05-15,18.68,20.4,18.35,12898100,19.940001
2002-05-16,19.51,19.950001,19.290001,7815700,19.610001
2002-05-17,19.969999,20,18.809999,6446900,19.16
2002-05-20,18.799999,19.48,18.77,8460800,19.389999
2002-05-21,19.540001,19.799999,18.549999,7763500,18.76
2002-05-22,18.67,19.129999,18.219999,5075200,18.75
2002-05-23,18.84,19.549999,18.610001,5648200,19.450001
2002-05-24,19.4,19.690001,19.059999,4250300,19.469999
2002-05-28,19.57,19.610001,18.77,3953300,19.059999
2002-05-29,18.82,19.1,18.799999,3614100,18.91
2002-05-30,18.700001,18.940001,18.08,7432100,18.370001
2002-05-31,18.5,18.889999,18.200001,5081400,18.23
2002-06-03,18.309999,18.5,17.93,3716400,17.959999
2002-06-04,17.799999,18.139999,17.469999,6849700,17.969999
2002-06-05,17.98,18.18,17.450001,4372500,17.99
2002-06-06,17.889999,18.41,17.76,5250000,18.17
2002-06-07,17.889999,18.65,17.85,5358000,18.58
2002-06-10,17.9,18.120001,17.02,11082400,17.299999
2002-06-11,17.309999,17.790001,17.120001,5520800,17.139999
2002-06-12,17.049999,17.15,16.26,7331200,17.08
2002-06-13,17,17.5,16.74,4892900,17.43
2002-06-14,17.139999,17.4,16.26,7973200,16.82
2002-06-17,16.950001,18.48,16.860001,9051600,18.41
2002-06-18,18.129999,19.16,18.09,7962100,18.780001
2002-06-19,18.49,19.1,18.27,7420300,18.299999
2002-06-20,18.32,18.379999,17.34,8697000,17.549999
2002-06-21,17.6,17.790001,17.34,5176800,17.530001
2002-06-24,17.43,17.780001,16.940001,5956800,17.51
2002-06-25,16.889999,16.950001,15.04,15304000,15.34
2002-06-26,14.69,15.93,14.68,8272200,15.85
2002-06-27,16.110001,16.469999,15.3,6192000,15.86
2002-06-28,15.69,16.360001,15.4,6237900,16.25
2002-07-01,16.17,16.17,13.52,13536500,13.55
2002-07-02,13.6,14.16,13,8669900,13.32
2002-07-03,13.38,14.46,12.89,7703700,14.25
2002-07-05,14.39,15.23,14.37,3366900,15.21
2002-07-08,14.95,15.85,14.68,5890000,14.94
2002-07-09,15.05,16.030001,14.98,7528600,15.6
2002-07-10,15.65,15.94,14.65,6761200,14.96
2002-07-11,14.66,15.84,14,7317100,15.55
2002-07-12,15.75,16.190001,15.25,7000000,15.43
2002-07-15,15.47,15.98,15,6026100,15.94
2002-07-16,15.69,17.07,15.66,10790700,16.290001
2002-07-17,16.84,17.16,15.32,7322100,16.16
2002-07-18,15.92,16.59,15.53,6856700,15.55
2002-07-19,15.36,15.71,15.07,6105800,15.29
2002-07-22,15.15,15.65,15,9332900,15.5
2002-07-23,15.54,15.88,14.4,11291400,14.55
2002-07-24,12.37,14.16,12.26,19766300,14.1
2002-07-25,13.71,14.01,12.4,9360200,12.49
2002-07-26,12.72,13.11,12.5,5556700,12.93
2002-07-29,13.25,14.46,13.23,7049500,14.33
2002-07-30,14.19,14.9,14.08,5558900,14.77
2002-07-31,14.45,14.66,14.14,3801000,14.45
2002-08-01,14.31,14.5,13.99,6066800,14.16
2002-08-02,14.13,14.14,13.45,4178600,13.84
2002-08-05,13.65,13.79,12.78,3857300,12.87
2002-08-06,13.27,13.9,13.14,4701900,13.74
2002-08-07,13.93,13.94,12.85,5555700,13.6
2002-08-08,13.24,14.1,13.06,5470800,13.9
2002-08-09,13.61,14.75,13.6,4777900,14.26
2002-08-12,14.14,14.49,13.95,3503300,14.46
2002-08-13,14.3,14.67,13.9,5234400,13.93
2002-08-14,13.93,14.06,13.32,6935200,13.91
2002-08-15,14.05,14.75,13.92,5046600,14.62
2002-08-16,14.39,15.01,14.31,3652100,14.9
2002-08-19,14.84,15.52,14.67,4277100,15.5
2002-08-20,15.38,15.99,15.31,7701300,15.98
2002-08-21,15.95,15.97,15.2,7284200,15.38
2002-08-22,15.33,15.95,14.92,6854100,15.73
2002-08-23,15.6,15.72,14.95,5038800,15.17
2002-08-26,15.29,15.44,14.68,6409600,14.93
2002-08-27,15.04,15.27,14.5,3578900,14.52
2002-08-28,14.48,14.97,14.35,4985500,14.57
2002-08-29,14.43,15.19,14.21,6791800,15.14
2002-08-30,14.91,15.38,14.75,3439700,14.94
2002-09-03,14.71,15.03,14.49,4680200,14.6
2002-09-04,14.66,14.96,14.26,4430400,14.83
2002-09-05,14.58,14.72,14.24,5320200,14.25
2002-09-06,14.56,15.48,14.56,4995300,15.31
2002-09-09,15.12,16.65,15.06,8822500,16.51
2002-09-10,16.530001,17.35,16.42,11248800,17.129999
2002-09-11,17.15,17.85,17.040001,6663200,17.110001
2002-09-12,16.83,17.129999,16.610001,7065100,16.75
2002-09-13,16.690001,16.99,16.5,3654900,16.610001
2002-09-16,16.51,16.93,16.450001,2962500,16.709999
2002-09-17,17,17.75,16.77,8621200,17.35
2002-09-18,17.219999,17.93,16.950001,8391000,17.73
2002-09-19,17.4,17.639999,17.17,4841100,17.209999
2002-09-20,17.450001,17.639999,15.45,12605600,15.86
2002-09-23,15.6,16.440001,15.59,7404500,16.049999
2002-09-24,15.87,16.370001,15.6,7072900,15.93
2002-09-25,16.17,16.389999,15.29,9339000,15.73
2002-09-26,15.93,17.35,15.71,11635000,17.15
2002-09-27,16.85,17.4,16.82,7033700,17.01
2002-09-30,16.639999,16.85,15.85,9239900,15.93
2002-10-01,16.23,17.059999,16.01,9217300,16.950001
2002-10-02,16.809999,17.639999,16.700001,8223600,17.01
2002-10-03,16.790001,17.25,16.66,6354100,16.75
2002-10-04,16.950001,17.15,16.379999,7649400,16.549999
2002-10-07,16.549999,16.959999,16.370001,5748100,16.639999
2002-10-08,16.879999,17.059999,16.459999,6098000,16.940001
2002-10-09,16.700001,17.129999,16.6,6083500,16.860001
2002-10-10,17.16,17.969999,17.15,10528600,17.959999
2002-10-11,18.18,18.74,18.1,9628500,18.459999
2002-10-14,18.18,19.23,18.17,9872400,19.200001
2002-10-15,19.84,20.139999,18.65,14009200,18.940001
2002-10-16,18.27,19.66,18.25,8742100,19.49
2002-10-17,20.1,20.219999,18.43,14180900,18.74
2002-10-18,18.48,19.290001,18.360001,6568300,19.040001
2002-10-21,18.889999,19.530001,18.719999,6757700,19.26
2002-10-22,19.01,19.91,18.9,8645700,19.379999
2002-10-23,19.52,19.82,19.370001,6648100,19.75
2002-10-24,19.950001,20.26,19.799999,12929900,19.860001
2002-10-25,18.84,19.360001,18.48,15900000,19.299999
2002-10-28,19.280001,19.73,18.4,8799800,18.59
2002-10-29,18.51,18.92,18.07,7242000,18.57
2002-10-30,18.85,19.219999,18.469999,6888800,19.08
2002-10-31,19.030001,19.48,18.85,6822600,19.360001
2002-11-01,19.219999,19.9,19.09,5549400,19.799999
2002-11-04,19.389999,19.809999,18.59,12963500,18.780001
2002-11-05,18.629999,18.870001,18.200001,7942400,18.719999
2002-11-06,18.77,19.389999,18.26,7973400,19.34
2002-11-07,18.85,19.299999,18.77,6419700,19.120001
2002-11-08,19.040001,19.66,18.809999,7032100,19.51
2002-11-11,19.4,19.549999,18.799999,5749600,19
2002-11-12,19.01,19.99,19.01,10462200,19.82
2002-11-13,19.610001,21,19.610001,18206200,20.41
2002-11-14,20.99,21.49,20.950001,13177300,21.209999
2002-11-15,21.15,22.35,21.09,12258400,22.209999
2002-11-18,22.65,23.74,22.15,25333500,22.42
2002-11-19,21.879999,21.889999,21.23,12258900,21.290001
2002-11-20,21.35,23,21.219999,13294400,22.9
2002-11-21,23.33,23.85,23.209999,11288500,23.4
2002-11-22,23.200001,24.280001,23.1,11686600,23.99
2002-11-25,24.030001,24.5,23.82,10091100,24.25
2002-11-26,24.02,24.200001,23.379999,6405800,23.4
2002-11-27,23.719999,24.24,23.709999,5666000,24.08
2002-11-29,24.15,24.379999,23.33,2577300,23.35
2002-12-02,24.15,25,24,11152500,24.110001
2002-12-03,23.83,23.98,23.379999,5901100,23.74
2002-12-04,23.48,23.799999,22.959999,7878900,23.389999
2002-12-05,23.66,23.68,22.200001,10642600,22.58
2002-12-06,21.700001,22.690001,21.51,9393500,22.610001
2002-12-09,22.23,22.35,21.6,7454700,21.68
2002-12-10,21.959999,21.99,21.24,7093700,21.860001
2002-12-11,21.67,22.379999,21.620001,6387300,22.129999
2002-12-12,22.469999,22.620001,21.809999,5977500,22.299999
2002-12-13,21.950001,22.35,21.870001,3859200,22.18
2002-12-16,22.23,22.530001,22.040001,4940700,22.51
2002-12-17,22.33,22.559999,22.32,3419500,22.459999
2002-12-18,22.25,22.26,21.98,3992800,22.1
2002-12-19,21.629999,22.200001,21.530001,5814400,21.690001
2002-12-20,21.790001,22.01,21.6,4935300,21.93
2002-12-23,21.780001,22.469999,21.780001,4424500,22.24
2002-12-24,22.18,22.280001,21.879999,2348600,21.879999
2002-12-26,21.59,21.6,20,14199300,20.299999
2002-12-27,19.969999,20.1,18.43,21972800,18.860001
2002-12-30,18.85,19.4,18.74,8284700,19.25
2002-12-31,19.25,19.559999,18.83,5537000,18.889999
2003-01-02,19.190001,19.68,18.549999,6484000,19.57
2003-01-03,19.59,20.530001,19.41,8757000,20.52
2003-01-06,20.4,21.17,20.299999,7698100,20.700001
2003-01-07,20.83,21.75,20.6,9568200,21.549999
2003-01-08,21.440001,21.6,20.82,6981500,21.02
2003-01-09,21.08,21.700001,20.9,6154800,21.450001
2003-01-10,20.959999,21.66,20.809999,7579300,21.32
2003-01-13,21.33,22.1,21.25,7121300,22.040001
2003-01-14,21.85,22.76,21.66,7048800,22.74
2003-01-15,22.59,22.610001,21.940001,6989400,22.27
2003-01-16,21.690001,22.1,21.450001,7911600,21.799999
2003-01-17,21.459999,21.709999,21.23,5786200,21.4
2003-01-21,21.25,21.610001,20.360001,6293100,21.08
2003-01-22,20.77,21.700001,20.75,6683600,21.17
2003-01-23,21.540001,22.040001,21.15,10998000,21.790001
2003-01-24,22.59,23.280001,21.9,21681800,22.110001
2003-01-27,21.68,22.370001,21.639999,8207000,21.780001
2003-01-28,21.91,21.969999,21.23,7968400,21.620001
2003-01-29,21.549999,22.35,21.4,7056900,22.08
2003-01-30,22.200001,22.4,21.73,5965700,21.82
2003-01-31,21.639999,22.27,21.559999,6262500,21.85
2003-02-03,21.940001,22.440001,21.82,5195500,22.16
2003-02-04,21.940001,22.139999,21.57,4817600,22.049999
2003-02-05,22.18,22.5,22.030001,5343100,22.17
2003-02-06,22.16,22.48,21.93,4037700,22.09
2003-02-07,22.1,22.110001,21.200001,6942900,21.440001
2003-02-10,21.4,21.41,20.57,8096500,21.4
2003-02-11,21.559999,21.6,20.690001,6679000,20.780001
2003-02-12,20.790001,21.200001,20.66,5433900,21.129999
2003-02-13,20.950001,21,19.610001,11576800,20.059999
2003-02-14,19.99,20.23,19.709999,6625300,20.059999
2003-02-18,20.15,21.41,20.15,7899900,21.389999
2003-02-19,21.15,21.25,21.02,5470800,21.190001
2003-02-20,21.190001,21.5,21.09,4169800,21.360001
2003-02-21,21.35,21.83,21.040001,7207800,21.780001
2003-02-24,21.639999,22.18,21.639999,6936600,21.780001
2003-02-25,21.5,22,21.4,5624000,21.879999
2003-02-26,21.629999,21.98,21.620001,4121300,21.639999
2003-02-27,21.66,21.77,20.25,5076300,21.620001
2003-02-28,21.57,22.02,21.43,4687100,22.01
2003-03-03,22.15,22.610001,21.74,4480300,21.809999
2003-03-04,21.700001,22.35,21.360001,5434300,22.27
2003-03-05,22.08,22.620001,22.02,5160400,22.42
2003-03-06,22.32,22.85,22.120001,5427400,22.690001
2003-03-07,22.32,23.040001,22.26,5848400,22.969999
2003-03-10,22.6,22.959999,22.549999,4406000,22.879999
2003-03-11,22.75,22.92,22.51,4034100,22.780001
2003-03-12,22.51,23.379999,22.49,5573100,23.360001
2003-03-13,23.68,24.59,23.129999,11208900,24.42
2003-03-14,24.540001,24.9,24.200001,8907800,24.709999
2003-03-17,24.469999,26.84,24.4,15124900,26.549999
2003-03-18,26.459999,26.84,26.1,8749800,26.780001
2003-03-19,26.33,26.690001,26.16,8481000,26.540001
2003-03-20,26.34,27.629999,26.129999,9376200,27.450001
2003-03-21,27.709999,27.950001,27.040001,10657700,27.93
2003-03-24,27.08,27.26,26.200001,10340500,26.23
2003-03-25,26.25,27.09,26.209999,7213200,26.9
2003-03-26,26.879999,27.870001,26.709999,7375700,27.76
2003-03-27,27.59,28.040001,27.450001,10642100,27.77
2003-03-28,27.59,27.950001,27.1,6437000,27.18
2003-03-31,26.57,26.74,25.959999,9214800,26.030001
2003-04-01,25.549999,25.59,25.059999,9774000,25.540001
2003-04-02,25.98,26.48,25.84,6623000,26.379999
2003-04-03,26.51,27.09,26.02,7324400,26.65
2003-04-04,26.709999,26.83,25.950001,6072800,26.219999
2003-04-07,27.209999,27.559999,26.75,7230400,26.82
2003-04-08,26.790001,26.799999,26.450001,5403600,26.52
2003-04-09,26.35,26.370001,24.84,11958900,25.059999
2003-04-10,25.43,25.940001,24.780001,9311200,25.67
2003-04-11,25.85,26.24,25.42,6899000,25.75
2003-04-14,24.799999,25.15,24.5,10417100,25.049999
2003-04-15,24.889999,25.43,24.82,6341400,25.129999
2003-04-16,25.299999,25.5,24.129999,9294500,24.379999
2003-04-17,24.469999,25.01,24.35,6789900,24.99
2003-04-21,25.030001,26.17,24.9,7132300,25.25
2003-04-22,25.09,25.690001,24.82,6868600,25.58
2003-04-23,26.4,26.549999,25.360001,8850100,25.43
2003-04-24,25.4,26.719999,24.77,17603300,25.120001
2003-04-25,28,29,27.82,39972400,28.969999
2003-04-28,28.639999,29.190001,28.6,15801000,29.110001
2003-04-29,28.91,29.040001,28.610001,10526400,28.889999
2003-04-30,28.6,29,28.379999,9450000,28.690001
2003-05-01,28.68,28.700001,28.15,7689200,28.66
2003-05-02,28.629999,29.450001,28.549999,9884400,29.43
2003-05-05,29.469999,30.049999,29.01,11136300,29.959999
2003-05-06,29.870001,31.18,29.799999,13962400,30.879999
2003-05-07,30.66,30.860001,30.030001,10351800,30.700001
2003-05-08,30.360001,30.76,30.219999,8513500,30.450001
2003-05-09,30.459999,30.99,30.200001,5981700,30.959999
2003-05-12,30.83,31.799999,30.67,7246900,31.700001
2003-05-13,31.549999,33.490002,31.440001,15844500,32.950001
2003-05-14,33.139999,33.189999,32.439999,7993200,32.599998
2003-05-15,32.639999,32.75,32.200001,5192300,32.630001
2003-05-16,32.509998,33.16,32.380001,7644100,33.049999
2003-05-19,32.700001,32.970001,31.4,9763500,31.559999
2003-05-20,31.559999,32.130001,31.17,8066200,31.48
2003-05-21,31.34,31.84,31.16,5200300,31.75
2003-05-22,31.75,33.290001,31.290001,8489900,33
2003-05-23,33.029999,33.049999,32.470001,7063200,32.720001
2003-05-27,32.549999,35.029999,32.450001,12225400,34.849998
2003-05-28,34.880001,35.73,34.650002,9053100,34.860001
2003-05-29,34.889999,35.970001,34.700001,9341600,35.549999
2003-05-30,35.610001,36.09,35,10190300,35.889999
2003-06-02,36.5,36.68,35.349998,9552700,35.400002
2003-06-03,34.709999,35.310001,34.68,10095900,35.23
2003-06-04,35,35.599998,34.700001,9333400,35.389999
2003-06-05,35.16,35.84,34.610001,7193700,35.52
2003-06-06,36.040001,36.259998,33.25,11380900,33.349998
2003-06-09,34.470001,34.470001,33.080002,8438400,33.68
2003-06-10,34.02,34.380001,32.830002,9663600,34.07
2003-06-11,33.970001,34.810001,33.599998,7746400,34.650002
2003-06-12,35.299999,35.400002,34.709999,7032500,35.200001
2003-06-13,35.400002,35.450001,34.049999,6011800,34.130001
2003-06-16,34.57,35.849998,34.080002,7127900,35.84
2003-06-17,35.93,36.369999,35.25,8249900,35.84
2003-06-18,35.5,37.240002,35.349998,11206800,35.849998
2003-06-19,35.799999,36.75,35.380001,5988100,35.5
2003-06-20,35.799999,35.880001,34.84,7012500,35.040001
2003-06-23,35.48,35.860001,35.029999,8407300,35.580002
2003-06-24,35.369999,35.82,34.540001,8177200,35.400002
2003-06-25,35.299999,36.130001,35.150002,6659000,35.389999
2003-06-26,35.209999,36.84,35.060001,10292400,36.720001
2003-06-27,36.689999,37.09,36.18,6756500,36.299999
2003-06-30,36.630001,36.82,36.02,5143900,36.32
2003-07-01,36.330002,37.290001,35.700001,7242800,37.25
2003-07-02,37.599998,37.889999,37.139999,6086100,37.849998
2003-07-03,37.02,38.16,37.02,3846000,37.919998
2003-07-07,38.299999,39.099998,37.950001,6697300,39.049999
2003-07-08,38.759998,40.830002,38.75,12145400,40.509998
2003-07-09,40.540001,40.73,39.869999,7832200,40.5
2003-07-10,39.119999,39.5,38.200001,8825600,38.25
2003-07-11,38.299999,38.299999,37.099998,11559900,37.650002
2003-07-14,38.5,39.610001,38.240002,8690300,39.27
2003-07-15,39.610001,39.610001,37.619999,5851500,38.43
2003-07-16,38.52,38.52,37.32,5625600,37.68
2003-07-17,37.150002,37.299999,36.040001,7642000,36.32
2003-07-18,36.32,36.849998,34.790001,13402900,34.98
2003-07-21,34.709999,36,34.599998,9825700,35.330002
2003-07-22,35.700001,36,34,15896800,34.869999
2003-07-23,37.75,40.25,37.349998,32178100,40.110001
2003-07-24,41.049999,43.099998,40.580002,23828000,41.310001
2003-07-25,40.740002,41.650002,39.75,10647600,41.599998
2003-07-28,41.490002,42.18,40.869999,7453200,42.080002
2003-07-29,41.990002,42.5,41.060001,7825500,41.389999
2003-07-30,41.150002,41.27,40.450001,7166300,40.66
2003-07-31,41.349998,41.970001,40.669998,8970700,41.639999
2003-08-01,41.41,41.630001,39.779999,8805200,40.029999
2003-08-04,39.700001,40.290001,38.950001,7054400,39.650002
2003-08-05,39.240002,39.849998,38.630001,6816200,38.669998
2003-08-06,38.619999,39.950001,38.279999,9192600,38.939999
2003-08-07,39,39.34,38.59,6395500,39.009998
2003-08-08,39.130001,39.400002,38.630001,4810900,39.150002
2003-08-11,38.990002,39.040001,38.349998,5239100,38.93
2003-08-12,38.950001,39.959999,38.310001,6128500,39.849998
2003-08-13,40.25,40.470001,39.709999,7154500,40.209999
2003-08-14,39.919998,40.369999,39.650002,4850300,40.299999
2003-08-15,40.23,40.380001,39.970001,2486500,40.099998
2003-08-18,40.48,43.240002,40.380001,11174200,43.02
2003-08-19,43.450001,44.189999,42.919998,10489300,43.57
2003-08-20,43.060001,43.939999,43.009998,6724700,43.759998
2003-08-21,44.220001,45.91,43.869999,11592500,45.700001
2003-08-22,46.360001,46.950001,44.810001,10473300,45.220001
2003-08-25,44.849998,46.16,44.529999,7103500,45.849998
2003-08-26,45.650002,46.139999,45.110001,6542400,45.93
2003-08-27,45.77,46.07,45.259998,4539400,45.880001
2003-08-28,45.939999,46,44.810001,6987500,45.939999
2003-08-29,45.82,46.439999,45.720001,6158400,46.32
2003-09-02,46.52,47.450001,46.009998,9459400,47.330002
2003-09-03,47.580002,47.75,45.860001,10697900,46.189999
2003-09-04,46.200001,47.389999,46.040001,10255000,47.290001
2003-09-05,46.950001,47.48,46.099998,8102900,46.52
2003-09-08,46.5,47.349998,46.060001,7408200,47.279999
2003-09-09,47.099998,47.380001,46.299999,8100800,46.68
2003-09-10,46.259998,47.23,46.060001,8002900,46.220001
2003-09-11,46.200001,46.349998,44.77,11613100,45.189999
2003-09-12,44.849998,45.779999,44.73,6750100,45.68
2003-09-15,45.360001,45.77,45.23,4427000,45.509998
2003-09-16,45.400002,46.25,45.049999,7755200,46.240002
2003-09-17,46.209999,46.860001,45.540001,7334100,46.16
2003-09-18,46.16,48.240002,45.939999,9038500,47.889999
2003-09-19,47.869999,47.970001,47.349998,6249500,47.580002
2003-09-22,46.560001,47.529999,46.200001,9240000,47.470001
2003-09-23,47.41,50.919998,47.349998,20295900,50.439999
2003-09-24,50.349998,51.299999,49.599998,15330200,49.610001
2003-09-25,49.66,50.950001,49.279999,11033300,50.049999
2003-09-26,49.900002,50.459999,48.299999,13438500,48.560001
2003-09-29,48.880001,49.970001,48.400002,9039300,49.860001
2003-09-30,49.650002,49.759998,48.349998,9264600,48.43
2003-10-01,48.369999,49.279999,47.509998,12563800,49.119999
2003-10-02,48.939999,50.200001,48.68,8219900,50.09
2003-10-03,51.130001,53.220001,51.029999,14175600,52.889999
2003-10-06,52.889999,54.240002,52.59,7773100,54.150002
2003-10-07,54,56.25,53.950001,20299900,54.91
2003-10-08,55.439999,56.279999,55.119999,13558000,55.700001
2003-10-09,57.41,59.099998,57.400002,21606900,57.860001
2003-10-10,57.700001,58.330002,57.439999,11435400,58.060001
2003-10-13,57.939999,58.689999,57.439999,8329000,58.299999
2003-10-14,58.099998,59.98,57.799999,9986600,59.91
2003-10-15,60.389999,60.41,58.43,10228900,58.549999
2003-10-16,58.16,59.91,58.09,10211100,59.91
2003-10-17,59.299999,59.900002,58.650002,11932900,59.689999
2003-10-20,59.560001,60.240002,58.919998,11086100,59.59
2003-10-21,59.73,61.150002,59.009998,17114900,59.349998
2003-10-22,56.049999,56.150002,53.73,32701900,54.029999
2003-10-23,52.98,54.52,52.91,14611700,54.32
2003-10-24,54.549999,54.939999,53,10438200,54.509998
2003-10-27,54.900002,55.25,54.5,6391900,54.82
2003-10-28,55.189999,56.900002,54.549999,9230900,56.73
2003-10-29,56.650002,57.150002,56,8776500,56.689999
2003-10-30,57.400002,57.52,55.57,9825400,55.830002
2003-10-31,55.900002,56.130001,54.380001,7726700,54.43
2003-11-03,54.799999,56.799999,54.310001,9131100,56.740002
2003-11-04,56.700001,57.490002,56.060001,7009500,56.860001
2003-11-05,56.130001,56.990002,56.080002,5307400,56.740002
2003-11-06,56.810001,56.869999,54.75,8791800,54.990002
2003-11-07,55.610001,55.700001,54,8500400,54.310001
2003-11-10,53.950001,54,51.740002,9120500,51.98
2003-11-11,51.84,52.75,50.759998,10920100,52.23
2003-11-12,52.57,54.290001,52.110001,9259300,54.130001
2003-11-13,54.040001,55.130001,53.57,7073000,54.799999
2003-11-14,54.43,54.779999,52.209999,8365300,52.450001
2003-11-17,51.919998,52.189999,49.580002,12996900,50.360001
2003-11-18,50.73,50.98,48.450001,12600200,48.5
2003-11-19,48.709999,49.849998,47.669998,14079000,49.529999
2003-11-20,49.099998,50.459999,48.34,12337600,48.849998
2003-11-21,49,49.200001,47.759998,9193400,48.580002
2003-11-24,49.279999,51.450001,48.650002,10631500,51.330002
2003-11-25,51.349998,53.299999,51.25,13771300,52.470001
2003-11-26,52.830002,53.540001,51.869999,8907700,52.959999
2003-11-28,52.84,54.060001,52.830002,3983000,53.970001
2003-12-01,54.400002,54.75,53.049999,11522800,54.650002
2003-12-02,54.5,54.75,53.849998,6237900,53.93
2003-12-03,54.099998,54.25,51.360001,11570800,51.509998
2003-12-04,51.450001,52.43,50.75,10216200,51.799999
2003-12-05,51.200001,52.700001,51.200001,7501500,51.560001
2003-12-08,51.549999,52.200001,50.119999,8376400,51.080002
2003-12-09,51.169998,51.650002,49.299999,10460500,49.34
2003-12-10,49.450001,50.169998,48.310001,9254600,49.200001
2003-12-11,49.259998,51.150002,49.189999,9405500,50.799999
2003-12-12,50.990002,51.310001,49.919998,6190600,50.990002
2003-12-15,52.049999,52.25,50.049999,9676800,50.41
2003-12-16,49.599998,49.799999,48.630001,10549800,49.5
2003-12-17,49.470001,49.610001,47,13856800,47.580002
2003-12-18,47.610001,48.889999,47.450001,10750700,48.75
2003-12-19,48.799999,49.41,48.259998,8045900,49.240002
2003-12-22,48.98,50.099998,48.700001,7799700,49.889999
2003-12-23,50.02,52.619999,49.77,11004000,52.48
2003-12-24,52.299999,53.880001,52.150002,5659800,53.32
2003-12-26,54.139999,54.939999,53.139999,7078400,53.470001
2003-12-29,53.790001,53.84,52.130001,8056900,53.470001
2003-12-30,53.18,53.5,52.599998,5152400,52.830002
2003-12-31,52.82,53.48,52.400002,5307200,52.619999
2004-01-02,52.759998,53.130001,51.43,6639900,51.900002
2004-01-05,52,53.599998,51.369999,11284100,53.27
2004-01-06,53.110001,53.5,52.740002,5985500,53.029999
2004-01-07,52.18,52.66,50.939999,9242700,51.900002
2004-01-08,52.09,52.099998,50.029999,10320300,50.240002
2004-01-09,49.77,52.150002,49.099998,12779200,51.59
2004-01-12,51.610001,53.029999,50.799999,9450900,52.950001
2004-01-13,52.669998,54.990002,52.41,14522300,54.91
2004-01-14,54.619999,55.990002,54.150002,11134100,55.799999
2004-01-15,54.73,56.779999,54.619999,12217300,56.18
2004-01-16,56.27,56.369999,55.27,9114200,55.720001
2004-01-20,55.57,56.84,55.41,7748400,56.610001
2004-01-21,56.16,56.939999,55.639999,6783600,56.200001
2004-01-22,56.810001,57.82,56.240002,10672200,57.18
2004-01-23,57.099998,57.610001,56.619999,6039000,57.110001
2004-01-26,56.799999,57.200001,56.299999,5566000,57.029999
2004-01-27,56.73,57.740002,55.66,12964100,55.740002
2004-01-28,53.639999,54.450001,51.619999,21581300,51.959999
2004-01-29,52.040001,52.060001,48.599998,22485100,49.220001
2004-01-30,49.490002,51.369999,49.299999,11404500,50.400002
2004-02-02,50.650002,50.650002,47.950001,11588900,48.27
2004-02-03,48.189999,48.279999,44.52,27071400,44.939999
2004-02-04,44.810001,45.91,44.299999,21600700,45.389999
2004-02-05,46.029999,47.09,45.900002,13189500,46.040001
2004-02-06,46.110001,46.73,45.509998,6508100,46.349998
2004-02-09,46.75,46.799999,45.700001,6146100,45.860001
2004-02-10,45.849998,46.25,45.509998,4949000,45.59
2004-02-11,45.860001,47.360001,45.540001,7881700,47.139999
2004-02-12,46.93,48.099998,46.709999,6757200,47.060001
2004-02-13,47.290001,47.700001,46.240002,5431700,46.380001
2004-02-17,46.139999,46.450001,44.799999,11038200,45.529999
2004-02-18,45.360001,45.369999,44.639999,7953500,44.869999
